# BUSCO version is: 3.0.2 
# The lineage dataset is: actinopterygii_odb9 (Creation date: 2016-02-13, number of species: 20, number of BUSCOs: 4584)
# To reproduce this run: python /work/jpacheco/busco/scripts/run_BUSCO.py -i /work/jpacheco/pacheco_finalpractical/output/pilon.fasta -o busco_analysis_improved -l /work/jpacheco/pacheco_finalpractical/actinopterygii_odb9/ -m genome -c 20 -sp zebrafish
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090C00C0	Complete	scaffold2985_pilon	27578	70921	2488.3	1805
EOG090C00C4	Complete	scaffold2133_pilon	159779	206482	2868.5	1562
EOG090C00C8	Complete	scaffold6194_pilon	327376	407559	2630.6	1361
EOG090C00C9	Complete	scaffold2419_pilon	121762	230923	3249.2	1514
EOG090C00CC	Complete	scaffold2123_pilon	431653	485656	2672.7	1626
EOG090C00CG	Complete	scaffold3547_pilon	180332	212933	2401.2	1481
EOG090C00CI	Complete	scaffold3724_pilon	53737	99422	3159.4	1507
EOG090C00CK	Complete	scaffold6094_pilon	325920	363331	3154.4	1636
EOG090C00CL	Complete	scaffold3201_pilon	130455	161234	3762.9	1741
EOG090C00CO	Complete	scaffold2906_pilon	612835	643970	2821.9	1474
EOG090C00CU	Complete	scaffold4023_pilon	19436	28611	2146.4	1703
EOG090C00D5	Complete	scaffold5704_pilon	154232	204162	3758.2	1777
EOG090C00D6	Complete	scaffold0580_pilon	245826	293028	3232.4	1546
EOG090C00DB	Complete	scaffold6359_pilon	836581	862496	2317.0	1458
EOG090C00DE	Complete	scaffold2396_pilon	113454	132251	3245.7	1595
EOG090C00DG	Missing
EOG090C00DK	Complete	scaffold2974_pilon	426102	464371	3300.7	1697
EOG090C00DO	Complete	scaffold3008_pilon	206222	226910	2885.7	1700
EOG090C00DS	Complete	scaffold2396_pilon	496987	513008	3167.4	2041
EOG090C00DT	Complete	scaffold1922_pilon	787501	850286	3242.9	1609
EOG090C00E5	Complete	scaffold3098_pilon	223926	238006	3511.0	2057
EOG090C00E9	Complete	scaffold2560_pilon	173061	181326	3202.4	1415
EOG090C00EE	Complete	scaffold3921_pilon	38718	116305	3353.9	1692
EOG090C00EF	Duplicated	scaffold3146_pilon	81423	117569	3127.3	1776
EOG090C00EF	Duplicated	scaffold3697_pilon	131885	161422	3645.6	1778
EOG090C00EH	Duplicated	scaffold2880_pilon	197831	244793	2269.6	1364
EOG090C00EH	Duplicated	scaffold3258_pilon	117402	136917	2595.2	1444
EOG090C00EJ	Complete	scaffold0297_pilon	29624	38274	1984.9	1282
EOG090C00EZ	Missing
EOG090C00F8	Complete	scaffold2877_pilon	302144	326880	3158.5	1572
EOG090C00F9	Missing
EOG090C00FC	Complete	scaffold4550_pilon	10511	56695	2971.9	1533
EOG090C00FE	Complete	scaffold3929_pilon	201926	233347	1734.9	1557
EOG090C00FF	Complete	scaffold3059_pilon	25822	62464	2973.9	1509
EOG090C00FL	Complete	scaffold3107_pilon	56037	83490	1939.9	963
EOG090C00FM	Complete	scaffold2421_pilon	355977	405142	2925.3	1486
EOG090C00FR	Complete	scaffold2821_pilon	881784	935069	1953.1	1420
EOG090C00FV	Complete	scaffold4439_pilon	30350	105107	3167.9	1506
EOG090C00G4	Complete	scaffold2056_pilon	317615	341699	2493.2	1790
EOG090C00G5	Complete	scaffold2010_pilon	253086	327596	2629.9	1452
EOG090C00G7	Complete	scaffold2248_pilon	434012	488500	1844.1	1258
EOG090C00GJ	Missing
EOG090C00GK	Complete	scaffold3000_pilon	66085	121506	2381.4	1282
EOG090C00GT	Complete	scaffold6202_pilon	561511	585172	3617.5	1671
EOG090C00GU	Complete	scaffold6057_pilon	475777	529686	3814.2	1843
EOG090C00GY	Complete	scaffold1092_pilon	42178	75467	2953.7	1469
EOG090C00H2	Complete	scaffold4714_pilon	77146	99110	1614.1	787
EOG090C00H3	Complete	scaffold2850_pilon	550142	641134	2946.4	1426
EOG090C00HJ	Complete	scaffold3218_pilon	72382	80064	2561.2	1288
EOG090C00HL	Complete	scaffold2396_pilon	136741	165326	2295.8	1265
EOG090C00HT	Complete	scaffold1927_pilon	253621	270062	2888.2	1463
EOG090C00I8	Complete	scaffold6202_pilon	415634	436657	2766.4	1313
EOG090C00IB	Complete	scaffold2493_pilon	1115275	1203857	2745.6	1289
EOG090C00IC	Complete	scaffold3188_pilon	16696	48739	2827.8	1455
EOG090C00IS	Complete	scaffold2349_pilon	38691	79734	2803.5	1367
EOG090C00IU	Complete	scaffold5556_pilon	1	24613	1521.2	727
EOG090C00IV	Complete	scaffold3262_pilon	325761	359512	3214.9	1499
EOG090C00J0	Complete	scaffold1933_pilon	44809	77163	991.7	1047
EOG090C00J3	Complete	scaffold6354_pilon	513689	530063	1727.3	1161
EOG090C00J7	Complete	scaffold2064_pilon	91953	113100	3288.4	1635
EOG090C00JA	Complete	scaffold4303_pilon	95249	115450	3044.3	1596
EOG090C00JE	Complete	scaffold6202_pilon	305405	318828	1993.4	1129
EOG090C00JJ	Complete	scaffold3198_pilon	217925	229240	2155.2	1376
EOG090C00JS	Complete	scaffold2521_pilon	82657	142802	2545.7	1516
EOG090C00JT	Complete	scaffold6204_pilon	124009	158107	941.1	664
EOG090C00JW	Complete	scaffold2056_pilon	1	116699	2680.5	1409
EOG090C00JZ	Complete	scaffold5948_pilon	446969	465048	1947.8	1023
EOG090C00K4	Complete	scaffold5677_pilon	391863	398677	1307.8	739
EOG090C00KD	Complete	scaffold2213_pilon	256296	298221	2934.7	1430
EOG090C00KH	Complete	scaffold2789_pilon	464488	510659	2591.4	1266
EOG090C00KM	Complete	scaffold3493_pilon	43023	77781	2474.4	1436
EOG090C00L3	Complete	scaffold2493_pilon	698509	713964	2670.6	1409
EOG090C00L8	Complete	scaffold3733_pilon	118180	131271	1353.4	1079
EOG090C00LE	Complete	scaffold4083_pilon	19665	49597	1913.7	1086
EOG090C00LH	Complete	scaffold3218_pilon	118662	140183	2750.8	1305
EOG090C00LI	Fragmented	scaffold0565_pilon	1	14618	921.1	453
EOG090C00LL	Complete	scaffold3258_pilon	45308	77943	2263.0	1337
EOG090C00LS	Complete	scaffold2908_pilon	617648	668770	2767.1	1280
EOG090C00LU	Complete	scaffold2902_pilon	546292	577374	2917.4	1429
EOG090C00LV	Complete	scaffold3168_pilon	255616	268100	1215.8	577
EOG090C00M4	Complete	scaffold3850_pilon	163410	194873	1979.8	1121
EOG090C00M5	Complete	scaffold3258_pilon	193094	204563	1817.6	1282
EOG090C00M8	Complete	scaffold2433_pilon	173529	189137	1944.0	1274
EOG090C00MJ	Complete	scaffold0718_pilon	100070	135049	2773.7	1463
EOG090C00MK	Complete	scaffold3329_pilon	357412	408923	1775.4	938
EOG090C00MN	Complete	scaffold1889_pilon	9653	100191	1250.3	1032
EOG090C00MO	Complete	scaffold4146_pilon	2028	40550	1603.6	1285
EOG090C00MS	Complete	scaffold2449_pilon	599711	621409	2587.5	1552
EOG090C00N3	Missing
EOG090C00NB	Complete	scaffold3387_pilon	601018	619300	2026.9	1146
EOG090C00NG	Complete	scaffold5952_pilon	196789	221473	2599.9	1273
EOG090C00NO	Complete	scaffold2968_pilon	472116	497703	1978.1	1171
EOG090C00NQ	Complete	scaffold3834_pilon	38439	75562	2363.6	1204
EOG090C00NS	Complete	scaffold3518_pilon	43559	58101	3238.0	1522
EOG090C00O6	Complete	scaffold2803_pilon	102499	288853	1873.1	1179
EOG090C00O9	Complete	scaffold3502_pilon	2600	25796	2419.8	1441
EOG090C00OJ	Complete	scaffold4251_pilon	67125	103416	1897.5	1205
EOG090C00OS	Complete	scaffold2998_pilon	240891	269827	2360.3	1251
EOG090C00OW	Complete	scaffold0101_pilon	802381	822906	2276.2	1165
EOG090C00OX	Duplicated	scaffold3392_pilon	318780	376446	1812.3	1290
EOG090C00OX	Duplicated	scaffold4111_pilon	14060	105958	1788.2	1240
EOG090C00P0	Complete	scaffold6171_pilon	376200	397413	2867.9	1488
EOG090C00P3	Complete	scaffold6348_pilon	75637	92286	2624.7	1205
EOG090C00P7	Complete	scaffold3511_pilon	248356	257199	2388.1	1082
EOG090C00P8	Complete	scaffold3878_pilon	8061	73944	2457.6	1211
EOG090C00PE	Complete	scaffold3979_pilon	19953	46590	2365.7	1217
EOG090C00PH	Complete	scaffold2854_pilon	238666	285956	2472.5	1231
EOG090C00PQ	Complete	scaffold3451_pilon	825093	851125	2909.3	1793
EOG090C00PT	Complete	scaffold0999_pilon	28405	59454	2678.1	1195
EOG090C00PW	Complete	scaffold1977_pilon	798418	835744	2581.7	1761
EOG090C00PX	Complete	scaffold3915_pilon	15716	59745	2645.6	1223
EOG090C00Q2	Missing
EOG090C00Q7	Complete	scaffold0101_pilon	220191	237452	2086.3	1137
EOG090C00Q8	Complete	scaffold3769_pilon	88839	138982	1974.5	1005
EOG090C00QD	Complete	scaffold2823_pilon	1008292	1041432	1391.7	969
EOG090C00QV	Complete	scaffold3197_pilon	222630	232572	1904.5	1125
EOG090C00QW	Complete	scaffold4827_pilon	24795	57706	2136.9	1468
EOG090C00QZ	Complete	scaffold2162_pilon	77407	103819	2501.8	1179
EOG090C00R0	Complete	scaffold3130_pilon	821117	831709	1552.6	857
EOG090C00RH	Complete	scaffold2276_pilon	62764	80703	2260.4	1273
EOG090C00RL	Complete	scaffold2449_pilon	722807	742165	2328.5	1123
EOG090C00S0	Complete	scaffold2483_pilon	111024	186617	2652.0	1276
EOG090C00S3	Complete	scaffold3492_pilon	98359	168430	1982.0	903
EOG090C00S7	Missing
EOG090C00S8	Complete	scaffold4085_pilon	71908	85145	1960.5	1128
EOG090C00S9	Complete	scaffold6281_pilon	87305	103488	2427.5	1268
EOG090C00SA	Complete	scaffold2205_pilon	85731	97692	2489.4	1444
EOG090C00SD	Complete	scaffold1466_pilon	110329	165916	2156.8	1232
EOG090C00SG	Complete	scaffold3426_pilon	217447	277232	2433.9	1117
EOG090C00SI	Complete	scaffold4334_pilon	23979	59306	2391.9	1131
EOG090C00SK	Complete	scaffold2409_pilon	212270	284165	2335.7	1086
EOG090C00SM	Complete	scaffold3318_pilon	250860	311429	2496.1	1255
EOG090C00ST	Complete	scaffold3848_pilon	103271	149847	1779.4	989
EOG090C00SU	Complete	scaffold2426_pilon	211102	252288	2441.6	1250
EOG090C00SW	Complete	scaffold2949_pilon	380153	429609	1906.1	1017
EOG090C00SY	Complete	scaffold6325_pilon	354788	374321	2673.6	1254
EOG090C00T1	Complete	scaffold3292_pilon	86029	136057	2148.8	1150
EOG090C00T6	Complete	scaffold1982_pilon	199492	235046	2458.9	1223
EOG090C00TJ	Complete	scaffold3387_pilon	640644	656316	1813.7	1005
EOG090C00TK	Complete	scaffold3234_pilon	69126	103389	1876.5	1626
EOG090C00TP	Complete	scaffold6281_pilon	196728	279190	2464.7	1315
EOG090C00TQ	Complete	scaffold3002_pilon	30820	83386	2550.4	1269
EOG090C00TR	Complete	scaffold3155_pilon	29209	56357	1936.6	1096
EOG090C00TV	Complete	scaffold4411_pilon	99407	118094	2282.1	1193
EOG090C00TX	Complete	scaffold3770_pilon	153204	174343	2555.8	1563
EOG090C00U0	Complete	scaffold3823_pilon	191784	217086	2175.3	1129
EOG090C00U5	Complete	scaffold4106_pilon	109609	133164	2534.6	1173
EOG090C00UB	Complete	scaffold3129_pilon	296856	326599	1775.7	1306
EOG090C00UF	Complete	scaffold3138_pilon	286505	310123	2323.4	1115
EOG090C00UL	Complete	scaffold4578_pilon	19868	47715	2365.2	1241
EOG090C00UM	Complete	scaffold1979_pilon	31152	58517	1996.1	1090
EOG090C00US	Complete	scaffold6325_pilon	990275	1016782	1887.5	1043
EOG090C00UV	Complete	scaffold0444_pilon	29839	43501	2586.4	1192
EOG090C00UW	Complete	scaffold6368_pilon	170350	187112	2351.4	1175
EOG090C00UY	Complete	scaffold4126_pilon	124492	138425	657.8	391
EOG090C00UZ	Complete	scaffold2794_pilon	2624	13662	2307.9	1684
EOG090C00VB	Complete	scaffold4165_pilon	69071	96148	2728.0	1204
EOG090C00VD	Complete	scaffold3274_pilon	340211	369552	2143.6	1023
EOG090C00VF	Complete	scaffold2500_pilon	37006	57904	2176.2	1528
EOG090C00VK	Complete	scaffold2144_pilon	35165	62333	2377.0	1159
EOG090C00VS	Complete	scaffold3412_pilon	347433	363230	2317.8	1068
EOG090C00VU	Complete	scaffold1908_pilon	825363	836004	2309.2	1171
EOG090C00VV	Complete	scaffold3353_pilon	64794	93955	2437.7	1240
EOG090C00VW	Complete	scaffold3303_pilon	55034	83094	1999.2	1159
EOG090C00W0	Complete	scaffold5996_pilon	149251	164246	2129.3	1183
EOG090C00W4	Complete	scaffold1956_pilon	538484	567301	1825.3	1136
EOG090C00W8	Complete	scaffold2898_pilon	496078	510167	2269.8	1112
EOG090C00WD	Complete	scaffold2402_pilon	95792	150113	1684.9	1010
EOG090C00WI	Complete	scaffold2235_pilon	5441	35421	2132.1	1034
EOG090C00WO	Complete	scaffold6231_pilon	235952	286637	1450.2	998
EOG090C00WU	Complete	scaffold3339_pilon	9624	67915	2064.2	1123
EOG090C00WW	Complete	scaffold2487_pilon	9819	43717	1396.7	1045
EOG090C00WX	Complete	scaffold4075_pilon	136522	180460	1821.7	1188
EOG090C00X1	Complete	scaffold2303_pilon	1	40807	2083.3	1048
EOG090C00X5	Complete	scaffold3623_pilon	201363	224363	1942.0	1125
EOG090C00X6	Complete	scaffold2382_pilon	308561	323098	2225.7	1184
EOG090C00XC	Complete	scaffold2114_pilon	28009	76698	1653.1	909
EOG090C00XD	Complete	scaffold4431_pilon	60712	79427	1803.6	1026
EOG090C00XO	Complete	scaffold3195_pilon	325015	346184	2387.4	1205
EOG090C00XP	Complete	scaffold6230_pilon	510904	520513	2279.6	1277
EOG090C00Y4	Complete	scaffold6202_pilon	481103	496817	2329.3	1063
EOG090C00YB	Complete	scaffold1889_pilon	1337483	1368051	1740.2	873
EOG090C00YE	Complete	scaffold2450_pilon	122834	143293	2443.4	1193
EOG090C00YI	Complete	scaffold2056_pilon	250583	258425	2367.3	1212
EOG090C00YL	Complete	scaffold0274_pilon	165855	216950	1994.4	925
EOG090C00Z0	Complete	scaffold3953_pilon	37175	54262	1727.4	890
EOG090C00Z3	Complete	scaffold4236_pilon	184660	200359	2262.8	1344
EOG090C00ZC	Complete	scaffold3598_pilon	19261	32589	2324.5	1141
EOG090C00ZE	Complete	scaffold2376_pilon	1038696	1053410	2560.1	1349
EOG090C00ZG	Complete	scaffold5797_pilon	82506	144158	2536.3	1264
EOG090C00ZH	Complete	scaffold4251_pilon	242354	258350	1538.9	905
EOG090C00ZM	Complete	scaffold2067_pilon	544133	567019	2163.6	1054
EOG090C00ZP	Complete	scaffold6128_pilon	1212853	1302644	2524.7	1168
EOG090C00ZS	Duplicated	scaffold3974_pilon	1620	28562	1671.9	943
EOG090C00ZS	Duplicated	scaffold4387_pilon	21206	33697	1456.9	780
EOG090C0101	Complete	scaffold3160_pilon	166085	203804	2544.0	1093
EOG090C0103	Complete	scaffold1944_pilon	611	23661	2041.0	1043
EOG090C0107	Complete	scaffold5694_pilon	377288	388128	1388.2	899
EOG090C0108	Fragmented	scaffold3873_pilon	116736	164487	1950.5	855
EOG090C010B	Complete	scaffold0095_pilon	28601	47755	2200.6	1063
EOG090C010C	Complete	scaffold3371_pilon	436020	461278	1544.0	955
EOG090C010H	Complete	scaffold2018_pilon	329313	357653	1801.8	1347
EOG090C010K	Complete	scaffold2798_pilon	389933	400968	1756.4	955
EOG090C010M	Duplicated	scaffold2165_pilon	5816	29861	1757.7	926
EOG090C010M	Duplicated	scaffold3015_pilon	138675	156936	1510.5	827
EOG090C010O	Complete	scaffold0139_pilon	43874	100312	2290.4	1027
EOG090C010S	Complete	scaffold2805_pilon	990357	1056793	2101.3	1025
EOG090C010V	Complete	scaffold0963_pilon	25558	66491	1919.0	1048
EOG090C010X	Complete	scaffold6298_pilon	248909	271411	1728.4	1111
EOG090C010Y	Complete	scaffold3092_pilon	458803	471848	1760.9	843
EOG090C010Z	Complete	scaffold3194_pilon	77301	92238	2453.3	1394
EOG090C0110	Complete	scaffold2512_pilon	6207	38999	1864.6	963
EOG090C0111	Complete	scaffold6367_pilon	96123	167756	2248.2	1267
EOG090C0114	Complete	scaffold3940_pilon	84137	98431	1852.2	1020
EOG090C0116	Complete	scaffold6232_pilon	47237	111015	1783.2	985
EOG090C0119	Complete	scaffold6400_pilon	222688	266862	2004.2	1059
EOG090C011D	Complete	scaffold3261_pilon	378200	406632	1871.1	1063
EOG090C011G	Complete	scaffold2846_pilon	793870	826841	3218.9	1890
EOG090C011H	Complete	scaffold1410_pilon	60705	89665	1763.4	995
EOG090C011J	Complete	scaffold3978_pilon	161070	186925	2054.6	971
EOG090C011N	Complete	scaffold6182_pilon	63625	100875	2196.4	971
EOG090C011X	Complete	scaffold2950_pilon	490497	514823	2185.2	958
EOG090C011Z	Complete	scaffold3350_pilon	30137	49094	1939.4	968
EOG090C0122	Complete	scaffold1908_pilon	815203	825236	2158.2	1044
EOG090C0123	Fragmented	scaffold3725_pilon	218029	232607	1277.0	526
EOG090C0128	Complete	scaffold2990_pilon	41915	63859	1124.0	753
EOG090C012B	Complete	scaffold2880_pilon	28185	34641	2184.2	1017
EOG090C012C	Complete	scaffold3232_pilon	401527	413495	2281.6	1157
EOG090C012H	Complete	scaffold2908_pilon	1169276	1182600	2099.3	1061
EOG090C012P	Complete	scaffold2821_pilon	405471	447071	1713.7	979
EOG090C012U	Complete	scaffold2797_pilon	21092	57902	1602.0	823
EOG090C012Z	Complete	scaffold3951_pilon	3651	28144	2305.2	1135
EOG090C013D	Complete	scaffold0152_pilon	88542	120594	1963.3	1202
EOG090C013Q	Complete	scaffold2013_pilon	136599	148588	2196.2	1159
EOG090C013U	Complete	scaffold3223_pilon	105125	113159	1235.6	752
EOG090C0140	Complete	scaffold4817_pilon	38959	64055	2230.5	1004
EOG090C0142	Complete	scaffold5949_pilon	981106	1002823	1595.5	874
EOG090C0148	Complete	scaffold3699_pilon	149733	222705	1663.9	833
EOG090C014B	Complete	scaffold3918_pilon	22700	35686	2217.4	1140
EOG090C014C	Complete	scaffold3232_pilon	163050	176962	2103.1	1095
EOG090C014G	Complete	scaffold3430_pilon	76152	108238	1822.6	1159
EOG090C014I	Complete	scaffold6138_pilon	432606	456599	978.6	643
EOG090C014K	Complete	scaffold3806_pilon	57481	81633	1135.7	794
EOG090C014M	Complete	scaffold3308_pilon	48840	68173	2416.3	1247
EOG090C014N	Complete	scaffold2802_pilon	149268	170799	2191.2	1241
EOG090C014P	Complete	scaffold3329_pilon	232	37865	1904.8	960
EOG090C014S	Complete	scaffold3027_pilon	601850	655483	2148.6	1025
EOG090C014U	Complete	scaffold3107_pilon	186312	236861	1929.4	1007
EOG090C014W	Complete	scaffold6100_pilon	253116	294799	2395.8	1350
EOG090C014X	Complete	scaffold3225_pilon	336103	344854	1288.5	999
EOG090C0152	Complete	scaffold4765_pilon	790	40442	1461.2	869
EOG090C0159	Complete	scaffold2987_pilon	341662	363023	2287.5	1068
EOG090C015S	Complete	scaffold4003_pilon	57872	79387	1574.0	712
EOG090C015Y	Complete	scaffold2930_pilon	69437	78598	2135.9	1001
EOG090C0160	Complete	scaffold2009_pilon	48298	71090	1843.6	1074
EOG090C0161	Complete	scaffold1948_pilon	120361	136614	2567.8	1228
EOG090C016A	Complete	scaffold2378_pilon	167981	183338	1465.7	870
EOG090C016C	Complete	scaffold3117_pilon	151529	181175	1884.1	930
EOG090C016M	Complete	scaffold1916_pilon	1147772	1162427	1884.0	1055
EOG090C016S	Complete	scaffold2205_pilon	38670	63557	1452.9	816
EOG090C016V	Complete	scaffold3261_pilon	102446	112050	1848.7	1022
EOG090C0177	Complete	scaffold3718_pilon	532929	558519	1911.6	1073
EOG090C017A	Complete	scaffold2900_pilon	36653	51899	1639.9	914
EOG090C017B	Complete	scaffold2918_pilon	293944	311083	2320.5	1316
EOG090C017E	Complete	scaffold0019_pilon	1	56705	2037.6	1008
EOG090C017N	Complete	scaffold2123_pilon	206377	250503	1991.6	1004
EOG090C017P	Complete	scaffold1896_pilon	1636297	1646634	2141.6	1013
EOG090C017Q	Complete	scaffold3152_pilon	345190	370245	1948.4	940
EOG090C017T	Complete	scaffold6115_pilon	95139	128636	1895.0	931
EOG090C017U	Complete	scaffold4970_pilon	7081	32490	1134.5	580
EOG090C017W	Complete	scaffold0398_pilon	13347	43913	2035.0	994
EOG090C017Y	Complete	scaffold3703_pilon	75596	84420	1752.0	870
EOG090C0180	Complete	scaffold2396_pilon	103049	112003	2228.2	1095
EOG090C0181	Complete	scaffold3187_pilon	385887	396334	2201.7	1090
EOG090C0184	Complete	scaffold4270_pilon	59960	128401	1044.3	769
EOG090C0186	Duplicated	scaffold2396_pilon	352500	401017	1848.8	995
EOG090C0186	Duplicated	scaffold4709_pilon	56480	107023	2108.3	1009
EOG090C0188	Complete	scaffold3021_pilon	434021	451019	1477.8	830
EOG090C018C	Complete	scaffold1908_pilon	709140	731486	2190.8	1028
