# BUSCO version is: 3.0.2 
# The lineage dataset is: actinopterygii_odb9 (Creation date: 2016-02-13, number of species: 20, number of BUSCOs: 4584)
# To reproduce this run: python /work/jpacheco/busco/scripts/run_BUSCO.py -i /work/jpacheco/pacheco_finalpractical/data/Hybrid_assembly.fasta -o busco_analysis_raw -l /work/jpacheco/pacheco_finalpractical/actinopterygii_odb9/ -m genome -c 20 -sp zebrafish
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090C007A	Complete	scaffold6281	105835	136102	3887.5	1876
EOG090C007N	Complete	scaffold3430	186442	205082	2101.7	1071
EOG090C007O	Complete	scaffold4162	101745	128971	2118.5	1284
EOG090C007V	Complete	scaffold3231	318424	365883	3368.9	1716
EOG090C007Y	Complete	scaffold3576	306098	345731	3859.4	1875
EOG090C007Z	Complete	scaffold6271	379317	392252	3157.6	1918
EOG090C0087	Complete	scaffold6186	581326	610905	1969.1	1406
EOG090C008I	Complete	scaffold5953	565872	603276	2469.2	1568
EOG090C008K	Complete	scaffold4205	146980	165307	3654.1	2727
EOG090C008M	Complete	scaffold2449	969818	995519	2797.8	1561
EOG090C008V	Complete	scaffold4146	103942	115134	3258.2	2019
EOG090C008X	Complete	scaffold0704	4822	20469	3970.9	1920
EOG090C008Y	Complete	scaffold4028	10472	27616	3957.4	1908
EOG090C008Z	Complete	scaffold2863	37297	79763	3727.9	1785
EOG090C0099	Complete	scaffold1891	445567	502493	3331.4	1632
EOG090C009C	Complete	scaffold4194	51618	113773	3664.0	1834
EOG090C009J	Complete	scaffold2070	524034	616970	2822.3	1483
EOG090C009Q	Complete	scaffold3271	157047	199586	3674.3	1888
EOG090C009W	Complete	scaffold2000	295066	320806	848.4	613
EOG090C00A0	Complete	scaffold1177	234418	259932	2105.3	1492
EOG090C00AD	Complete	scaffold3451	693367	738353	3572.9	1979
EOG090C00AG	Complete	scaffold3234	8531	41355	3020.7	1796
EOG090C00AN	Complete	scaffold3344	217693	246631	3224.6	1796
EOG090C00AQ	Complete	scaffold1910	1024959	1132994	3399.7	1690
EOG090C00AV	Complete	scaffold3262	527402	551482	1703.7	1511
EOG090C00B1	Complete	scaffold3576	650549	669876	2843.7	1630
EOG090C00B3	Complete	scaffold4289	22045	50289	1748.8	1926
EOG090C00BD	Complete	scaffold4310	30810	55648	3136.0	1975
EOG090C00BE	Complete	scaffold3992	33790	48262	2535.7	1541
EOG090C00BG	Complete	scaffold2933	806331	825864	3718.2	1795
EOG090C00BJ	Complete	scaffold3167	412357	492164	1744.2	1618
EOG090C00BK	Complete	scaffold2112	131580	150855	3675.5	1748
EOG090C00BM	Complete	scaffold2169	179365	266806	2112.4	1288
EOG090C00BS	Complete	scaffold5808	30689	51302	2721.7	1423
EOG090C00BT	Complete	scaffold2390	337064	348598	3241.2	1704
EOG090C00BU	Complete	scaffold6311	271272	319894	2642.8	1649
EOG090C00BW	Fragmented	scaffold3484	1	24173	1728.5	935
EOG090C00BX	Complete	scaffold2100	54478	84923	2413.9	1546
EOG090C00C0	Complete	scaffold2985	27581	70924	2488.3	1805
EOG090C00C4	Complete	scaffold2133	159766	206469	2868.5	1562
EOG090C00C8	Complete	scaffold6194	327264	407447	2630.6	1361
EOG090C00C9	Complete	scaffold2419	121542	230803	3249.2	1514
EOG090C00CC	Complete	scaffold2123	431872	485924	2672.7	1626
EOG090C00CG	Complete	scaffold3547	180458	213060	2401.2	1481
EOG090C00CI	Complete	scaffold3724	53737	99422	3159.4	1507
EOG090C00CK	Complete	scaffold6094	326441	363881	3154.4	1636
EOG090C00CL	Complete	scaffold3201	130452	161231	3762.9	1741
EOG090C00CO	Complete	scaffold2906	612674	643809	2821.9	1474
EOG090C00CU	Complete	scaffold4023	19436	28611	2146.4	1703
EOG090C00D5	Complete	scaffold5704	154280	204208	3758.2	1777
EOG090C00D6	Complete	scaffold0580	245893	293095	3232.4	1546
EOG090C00DB	Complete	scaffold6359	837337	863267	2317.0	1458
EOG090C00DE	Complete	scaffold2396	113502	132299	3245.7	1595
EOG090C00DG	Missing
EOG090C00DK	Complete	scaffold2974	426576	464883	3300.7	1697
EOG090C00DO	Complete	scaffold3008	206239	226927	2885.7	1700
EOG090C00DS	Complete	scaffold2396	497335	513356	3167.4	2041
EOG090C00DT	Complete	scaffold1922	787826	850648	3242.9	1609
EOG090C00E5	Complete	scaffold3098	223959	238037	3511.0	2057
EOG090C00E9	Complete	scaffold2560	173043	181308	3202.4	1415
EOG090C00EE	Complete	scaffold3921	38719	116306	3353.9	1692
EOG090C00EF	Duplicated	scaffold3146	81424	117580	3127.3	1776
EOG090C00EF	Duplicated	scaffold3697	131872	161480	3645.6	1778
EOG090C00EH	Duplicated	scaffold2880	197928	244889	2269.6	1364
EOG090C00EH	Duplicated	scaffold3258	117417	136943	2595.2	1444
EOG090C00EJ	Complete	scaffold0297	29624	38274	1984.9	1282
EOG090C00EZ	Missing
EOG090C00F8	Complete	scaffold2877	302136	326872	3158.5	1572
EOG090C00F9	Missing
EOG090C00FC	Complete	scaffold4550	10988	57177	2971.9	1533
EOG090C00FE	Complete	scaffold3929	201851	233272	1734.9	1557
EOG090C00FF	Complete	scaffold3059	25810	62451	2973.9	1509
EOG090C00FL	Complete	scaffold3107	56050	83503	1939.9	963
EOG090C00FM	Complete	scaffold2421	356026	405191	2925.3	1486
EOG090C00FR	Complete	scaffold2821	882144	935435	1953.1	1420
EOG090C00FV	Complete	scaffold4439	30350	105162	3167.9	1506
EOG090C00G4	Complete	scaffold2056	317662	341739	2493.2	1790
EOG090C00G5	Complete	scaffold2010	253146	327684	2629.9	1452
EOG090C00G7	Complete	scaffold2248	434238	488782	1844.1	1258
EOG090C00GJ	Missing
EOG090C00GK	Complete	scaffold3000	66082	121503	2381.4	1282
EOG090C00GT	Complete	scaffold6202	562113	585774	3617.5	1671
EOG090C00GU	Complete	scaffold6057	475845	529754	3814.2	1843
EOG090C00GY	Complete	scaffold1092	42263	75606	2953.7	1469
EOG090C00H2	Complete	scaffold4714	77197	99161	1614.1	787
EOG090C00H3	Complete	scaffold2850	550180	641202	2946.4	1426
EOG090C00HJ	Complete	scaffold3218	72432	80113	2561.3	1345
EOG090C00HL	Complete	scaffold2396	136786	165371	2295.8	1265
EOG090C00HT	Complete	scaffold1927	253634	270075	2888.2	1463
EOG090C00I8	Complete	scaffold6202	416229	437252	2766.4	1313
EOG090C00IB	Complete	scaffold2493	1115433	1204015	2745.6	1289
EOG090C00IC	Complete	scaffold3188	16713	48757	2827.8	1455
EOG090C00IS	Complete	scaffold2349	38774	79628	2803.5	1367
EOG090C00IU	Complete	scaffold5556	1	24666	1520.1	725
EOG090C00IV	Complete	scaffold3262	325779	359530	3214.9	1499
EOG090C00J0	Complete	scaffold1933	44783	77177	991.7	1047
EOG090C00J3	Complete	scaffold6354	514374	530171	1727.7	1161
EOG090C00J7	Complete	scaffold2064	91881	112888	3288.4	1635
EOG090C00JA	Complete	scaffold4303	95390	115591	3044.3	1596
EOG090C00JE	Complete	scaffold6202	305776	319199	1993.4	1129
EOG090C00JJ	Complete	scaffold3198	218162	229477	2155.2	1376
EOG090C00JS	Complete	scaffold2521	82624	142762	2545.7	1516
EOG090C00JT	Complete	scaffold6204	124104	158245	941.1	664
EOG090C00JW	Complete	scaffold2056	1	116720	2692.3	1432
EOG090C00JZ	Complete	scaffold5948	446953	465032	1947.8	1023
EOG090C00K4	Complete	scaffold5677	392059	398873	1307.8	739
EOG090C00KD	Complete	scaffold2213	256453	298326	2934.7	1430
EOG090C00KH	Complete	scaffold2789	464602	510773	2591.4	1266
EOG090C00KM	Complete	scaffold3493	43019	77776	2474.4	1436
EOG090C00L3	Complete	scaffold2493	698626	714081	2670.6	1409
EOG090C00L8	Complete	scaffold3733	118264	131355	1353.4	1079
EOG090C00LE	Complete	scaffold4083	19665	49631	1913.7	1086
EOG090C00LH	Complete	scaffold3218	119657	141178	2750.8	1305
EOG090C00LI	Fragmented	scaffold0565	1	14618	921.1	453
EOG090C00LL	Complete	scaffold3258	45306	77950	2262.7	1337
EOG090C00LS	Complete	scaffold2908	617821	668994	2767.1	1280
EOG090C00LU	Complete	scaffold2902	546312	577393	2917.4	1429
EOG090C00LV	Complete	scaffold3168	255674	268158	1215.8	577
EOG090C00M4	Complete	scaffold3850	163414	194878	1979.8	1121
EOG090C00M5	Complete	scaffold3258	193304	204773	1817.6	1282
EOG090C00M8	Complete	scaffold2433	173492	189100	1944.0	1274
EOG090C00MJ	Complete	scaffold0718	100074	135055	2773.7	1463
EOG090C00MK	Complete	scaffold3329	357503	409014	1775.4	938
EOG090C00MN	Complete	scaffold1889	9653	100195	1250.3	1032
EOG090C00MO	Complete	scaffold4146	2027	40613	1603.6	1285
EOG090C00MS	Complete	scaffold2449	599956	621654	2587.5	1552
EOG090C00N3	Missing
EOG090C00NB	Complete	scaffold3387	601181	619463	2026.9	1146
EOG090C00NG	Complete	scaffold5952	196821	221524	2599.9	1273
EOG090C00NO	Complete	scaffold2968	472214	497801	1978.1	1171
EOG090C00NQ	Complete	scaffold3834	38442	75565	2363.6	1204
EOG090C00NS	Complete	scaffold3518	43580	58122	3238.0	1522
EOG090C00O6	Missing
EOG090C00O9	Complete	scaffold3502	2600	25796	2419.8	1441
EOG090C00OJ	Complete	scaffold4251	67244	103535	1897.5	1205
EOG090C00OS	Complete	scaffold2998	241032	269968	2360.3	1251
EOG090C00OW	Complete	scaffold0101	802507	823042	2276.2	1165
EOG090C00OX	Duplicated	scaffold3392	318818	376484	1812.3	1290
EOG090C00OX	Duplicated	scaffold4111	14069	105983	1788.2	1240
EOG090C00P0	Complete	scaffold6171	376373	397593	2867.9	1488
EOG090C00P3	Complete	scaffold6348	75631	92280	2624.7	1205
EOG090C00P7	Complete	scaffold3511	248364	257207	2388.1	1082
EOG090C00P8	Complete	scaffold3878	8061	73946	2457.6	1211
EOG090C00PE	Complete	scaffold3979	19957	46597	2365.7	1217
EOG090C00PH	Complete	scaffold2854	238696	285940	2472.5	1231
EOG090C00PQ	Complete	scaffold3451	825311	851343	2909.3	1793
EOG090C00PT	Complete	scaffold0999	28410	59460	2678.1	1195
EOG090C00PW	Complete	scaffold1977	798725	836051	2581.7	1761
EOG090C00PX	Complete	scaffold3915	15716	59736	2645.6	1223
EOG090C00Q2	Missing
EOG090C00Q7	Complete	scaffold0101	220195	237456	2086.3	1137
EOG090C00Q8	Complete	scaffold3769	88847	138990	1974.5	1005
EOG090C00QD	Complete	scaffold2823	1008528	1041669	1391.7	969
EOG090C00QV	Complete	scaffold3197	222742	232684	1904.5	1125
EOG090C00QW	Complete	scaffold4827	25239	57707	2137.0	1468
EOG090C00QZ	Complete	scaffold2162	77449	103862	2501.8	1179
EOG090C00R0	Complete	scaffold3130	821539	832155	1552.6	857
EOG090C00RH	Complete	scaffold2276	62770	80709	2260.4	1273
EOG090C00RL	Complete	scaffold2449	723229	742587	2328.5	1123
EOG090C00S0	Complete	scaffold2483	111049	186661	2652.0	1276
EOG090C00S3	Complete	scaffold3492	98432	168529	1982.0	903
EOG090C00S7	Missing
EOG090C00S8	Complete	scaffold4085	71908	85145	1960.5	1128
EOG090C00S9	Complete	scaffold6281	87305	103546	2427.5	1268
EOG090C00SA	Complete	scaffold2205	85731	97692	2489.4	1444
EOG090C00SD	Complete	scaffold1466	110174	165769	2156.8	1232
EOG090C00SG	Complete	scaffold3426	217508	277293	2433.9	1117
EOG090C00SI	Complete	scaffold4334	23979	59306	2391.9	1131
EOG090C00SK	Complete	scaffold2409	212749	284705	2335.7	1086
EOG090C00SM	Complete	scaffold3318	251007	311576	2496.1	1255
EOG090C00ST	Complete	scaffold3848	103273	149884	1779.4	989
EOG090C00SU	Complete	scaffold2426	211079	252310	2441.6	1250
EOG090C00SW	Complete	scaffold2949	380229	429683	1906.1	1017
EOG090C00SY	Complete	scaffold6325	354928	374502	2673.6	1254
EOG090C00T1	Complete	scaffold3292	86047	136123	2148.8	1150
EOG090C00T6	Complete	scaffold1982	199727	235290	2458.9	1223
EOG090C00TJ	Complete	scaffold3387	640806	656485	1813.7	1005
EOG090C00TK	Complete	scaffold3234	69179	103442	1876.5	1626
EOG090C00TP	Complete	scaffold6281	196778	279236	2464.7	1315
EOG090C00TQ	Complete	scaffold3002	30854	83420	2550.4	1269
EOG090C00TR	Complete	scaffold3155	29228	56376	1936.6	1096
EOG090C00TV	Complete	scaffold4411	99397	118084	2282.1	1193
EOG090C00TX	Complete	scaffold3770	153235	174376	2555.8	1563
EOG090C00U0	Complete	scaffold3823	191809	217111	2175.3	1129
EOG090C00U5	Complete	scaffold4106	109567	133150	2534.6	1173
EOG090C00UB	Complete	scaffold3129	296949	326692	1775.7	1306
EOG090C00UF	Complete	scaffold3138	286554	310153	2323.4	1115
EOG090C00UL	Complete	scaffold4578	19868	47715	2365.2	1241
EOG090C00UM	Complete	scaffold1979	31152	58514	1996.1	1090
EOG090C00US	Complete	scaffold6325	990732	1017238	1887.5	1043
EOG090C00UV	Complete	scaffold0444	29839	43501	2586.4	1192
EOG090C00UW	Complete	scaffold6368	170359	187121	2351.4	1175
EOG090C00UY	Complete	scaffold4126	124492	138425	657.8	391
EOG090C00UZ	Complete	scaffold2794	2624	13662	2307.9	1684
EOG090C00VB	Complete	scaffold4165	69186	96262	2728.0	1204
EOG090C00VD	Complete	scaffold3274	340329	369668	2143.6	1023
EOG090C00VF	Complete	scaffold2500	37099	57987	2176.2	1528
EOG090C00VK	Complete	scaffold2144	35230	62399	2377.0	1159
EOG090C00VS	Complete	scaffold3412	347575	363420	2317.8	1068
EOG090C00VU	Complete	scaffold1908	825387	836028	2309.2	1171
EOG090C00VV	Complete	scaffold3353	64794	93955	2437.7	1240
EOG090C00VW	Complete	scaffold3303	55090	83197	1999.2	1159
EOG090C00W0	Complete	scaffold5996	149373	164368	2129.3	1183
EOG090C00W4	Complete	scaffold1956	538626	567457	1825.3	1136
EOG090C00W8	Complete	scaffold2898	496056	510146	2269.8	1112
EOG090C00WD	Complete	scaffold2402	95858	150157	1684.9	1010
EOG090C00WI	Complete	scaffold2235	5441	35544	2132.1	1034
EOG090C00WO	Complete	scaffold6231	235952	286637	1450.2	998
EOG090C00WU	Complete	scaffold3339	9624	67915	2064.2	1123
EOG090C00WW	Complete	scaffold2487	9748	43781	1396.7	1045
EOG090C00WX	Complete	scaffold4075	136599	180531	1821.7	1188
EOG090C00X1	Complete	scaffold2303	1	40816	2083.3	1048
EOG090C00X5	Complete	scaffold3623	201397	224390	1942.0	1125
EOG090C00X6	Complete	scaffold2382	308620	323157	2225.7	1184
EOG090C00XC	Complete	scaffold2114	28021	76710	1649.0	909
EOG090C00XD	Complete	scaffold4431	60718	79459	1803.6	1026
EOG090C00XO	Complete	scaffold3195	325331	346502	2387.4	1205
EOG090C00XP	Complete	scaffold6230	510963	520572	2279.6	1277
EOG090C00Y4	Complete	scaffold6202	481705	497419	2329.3	1063
EOG090C00YB	Complete	scaffold1889	1337483	1368051	1740.2	873
EOG090C00YE	Complete	scaffold2450	122898	143357	2443.4	1193
EOG090C00YI	Complete	scaffold2056	250630	258472	2367.3	1212
EOG090C00YL	Complete	scaffold0274	165845	216940	1994.4	925
EOG090C00Z0	Complete	scaffold3953	37213	54302	1727.4	890
EOG090C00Z3	Complete	scaffold4236	184791	200506	2262.8	1344
EOG090C00ZC	Complete	scaffold3598	19264	32618	2324.5	1141
EOG090C00ZE	Complete	scaffold2376	1038673	1053387	2560.1	1349
EOG090C00ZG	Complete	scaffold5797	82555	144270	2536.3	1264
EOG090C00ZH	Complete	scaffold4251	242457	258453	1538.9	905
EOG090C00ZM	Complete	scaffold2067	544200	567086	2163.6	1054
EOG090C00ZP	Complete	scaffold6128	1213740	1303549	2524.7	1168
EOG090C00ZS	Duplicated	scaffold3974	1628	28557	1671.5	943
EOG090C00ZS	Duplicated	scaffold4387	21230	33745	1456.9	780
EOG090C0101	Complete	scaffold3160	166012	203731	2544.0	1093
EOG090C0103	Complete	scaffold1944	611	23662	2041.0	1043
EOG090C0107	Complete	scaffold5694	377329	388169	1388.2	899
EOG090C0108	Fragmented	scaffold3873	116757	164514	1950.5	855
EOG090C010B	Complete	scaffold0095	28604	47758	2200.6	1063
EOG090C010C	Complete	scaffold3371	436523	461781	1544.0	955
EOG090C010H	Complete	scaffold2018	330170	358510	1801.8	1347
EOG090C010K	Complete	scaffold2798	390037	401072	1756.4	955
EOG090C010M	Duplicated	scaffold2165	5816	29892	1757.7	926
EOG090C010M	Duplicated	scaffold3015	138901	157210	1510.5	827
EOG090C010O	Complete	scaffold0139	43853	100296	2290.4	1027
EOG090C010S	Complete	scaffold2805	990844	1057335	2101.3	1025
EOG090C010V	Complete	scaffold0963	25559	66527	1919.0	1048
EOG090C010X	Complete	scaffold6298	248929	271431	1728.4	1111
EOG090C010Y	Complete	scaffold3092	459019	472064	1760.9	843
EOG090C010Z	Complete	scaffold3194	77307	92245	2453.3	1394
EOG090C0110	Complete	scaffold2512	6207	38952	1864.6	963
EOG090C0111	Complete	scaffold6367	96433	168050	2248.2	1267
EOG090C0114	Complete	scaffold3940	84292	98586	1852.2	1020
EOG090C0116	Complete	scaffold6232	47248	111025	1783.2	985
EOG090C0119	Complete	scaffold6400	222773	267337	2004.2	1059
EOG090C011D	Complete	scaffold3261	378441	406873	1871.1	1063
EOG090C011G	Complete	scaffold2846	794420	827391	3218.9	1890
EOG090C011H	Complete	scaffold1410	60699	89659	1763.4	995
EOG090C011J	Complete	scaffold3978	161164	187077	2054.6	971
EOG090C011N	Complete	scaffold6182	63606	100331	2196.4	977
EOG090C011X	Complete	scaffold2950	490674	515000	2185.2	958
EOG090C011Z	Complete	scaffold3350	30145	49138	1938.1	968
EOG090C0122	Complete	scaffold1908	815227	825260	2158.2	1044
EOG090C0123	Fragmented	scaffold3725	218026	232604	1277.0	526
EOG090C0128	Complete	scaffold2990	41947	63891	1124.0	753
EOG090C012B	Complete	scaffold2880	28212	34668	2184.2	1017
EOG090C012C	Complete	scaffold3232	401605	413572	2281.6	1157
EOG090C012H	Complete	scaffold2908	1169585	1182909	2099.3	1061
EOG090C012P	Complete	scaffold2821	405764	447362	1713.7	979
EOG090C012U	Complete	scaffold2797	21134	57969	1602.0	823
EOG090C012Z	Complete	scaffold3951	3651	28136	2305.2	1135
EOG090C013D	Complete	scaffold0152	88556	120608	1963.3	1202
EOG090C013Q	Complete	scaffold2013	136715	148704	2196.2	1159
EOG090C013U	Complete	scaffold3223	105123	113157	1235.6	752
EOG090C0140	Complete	scaffold4817	38958	64048	2230.5	1004
EOG090C0142	Complete	scaffold5949	981451	1003168	1595.5	874
EOG090C0148	Complete	scaffold3699	149703	222697	1663.9	833
EOG090C014B	Complete	scaffold3918	22700	35686	2217.4	1140
EOG090C014C	Complete	scaffold3232	163051	176963	2103.1	1095
EOG090C014G	Complete	scaffold3430	76146	108234	1822.6	1159
EOG090C014I	Complete	scaffold6138	432704	456697	978.6	643
EOG090C014K	Complete	scaffold3806	57443	81595	1135.7	794
EOG090C014M	Complete	scaffold3308	48903	68231	2416.3	1247
EOG090C014N	Complete	scaffold2802	149519	171117	2191.2	1241
EOG090C014P	Complete	scaffold3329	232	37865	1904.8	960
EOG090C014S	Complete	scaffold3027	601881	655514	2148.6	1025
EOG090C014U	Complete	scaffold3107	186413	236962	1929.4	1007
EOG090C014W	Complete	scaffold6100	253362	295478	2420.9	1358
EOG090C014X	Complete	scaffold3225	336184	344935	1288.5	999
EOG090C0152	Complete	scaffold4765	790	40463	1461.2	869
EOG090C0159	Complete	scaffold2987	341704	363066	2287.5	1068
EOG090C015S	Complete	scaffold4003	57899	79414	1574.0	712
EOG090C015Y	Complete	scaffold2930	69440	78601	2135.9	1001
EOG090C0160	Complete	scaffold2009	48337	71129	1843.6	1074
EOG090C0161	Complete	scaffold1948	120360	136613	2567.8	1228
EOG090C016A	Complete	scaffold2378	167984	183341	1465.7	870
EOG090C016C	Complete	scaffold3117	151587	181251	1884.1	930
EOG090C016M	Complete	scaffold1916	1147834	1162489	1884.0	1055
EOG090C016S	Complete	scaffold2205	38670	63557	1452.9	816
EOG090C016V	Complete	scaffold3261	102546	112150	1848.7	1022
EOG090C0177	Complete	scaffold3718	532592	558290	1911.6	1073
EOG090C017A	Complete	scaffold2900	36653	51899	1639.9	914
EOG090C017B	Complete	scaffold2918	294153	311155	2320.5	1316
EOG090C017E	Complete	scaffold0019	1	56755	2037.6	1008
EOG090C017N	Complete	scaffold2123	206403	250529	1991.6	1004
EOG090C017P	Complete	scaffold1896	1636376	1646713	2141.6	1013
EOG090C017Q	Complete	scaffold3152	345327	370417	1948.4	940
EOG090C017T	Complete	scaffold6115	95151	128688	1895.0	931
EOG090C017U	Complete	scaffold4970	7081	32490	1134.5	580
EOG090C017W	Complete	scaffold0398	13348	43914	2035.0	994
EOG090C017Y	Complete	scaffold3703	75533	84357	1752.0	870
EOG090C0180	Complete	scaffold2396	103097	112051	2228.2	1095
EOG090C0181	Complete	scaffold3187	385927	396374	2201.7	1090
EOG090C0184	Complete	scaffold4270	59923	128365	1044.3	769
EOG090C0186	Duplicated	scaffold2396	352726	401234	1848.8	995
EOG090C0186	Duplicated	scaffold4709	56462	107005	2108.3	1009
EOG090C0188	Complete	scaffold3021	435309	452299	1477.8	830
EOG090C018C	Complete	scaffold1908	709144	731490	2190.8	1028
EOG090C018D	Complete	scaffold0332	36030	143043	1923.8	1091
EOG090C018J	Complete	scaffold3161	138	26220	1821.6	1003
EOG090C018T	Complete	scaffold1955	147699	182773	2054.6	993
EOG090C0191	Complete	scaffold2816	684083	705114	1793.2	837
EOG090C0195	Complete	scaffold1903	761107	773260	2050.2	1015
EOG090C0199	Complete	scaffold2419	349741	395465	1475.2	990
EOG090C019B	Complete	scaffold3194	361179	402772	2064.3	926
EOG090C019C	Complete	scaffold2906	306071	325789	2289.3	1080
EOG090C019G	Complete	scaffold2447	313926	332831	1928.1	980
EOG090C019O	Complete	scaffold3277	381688	395781	2038.0	1125
EOG090C019U	Complete	scaffold2010	474794	531957	2372.2	1557
EOG090C019V	Complete	scaffold3477	184339	202273	1866.0	985
EOG090C01A9	Complete	scaffold3850	56026	89886	1394.9	805
EOG090C01AE	Complete	scaffold4700	91670	103125	1868.3	933
EOG090C01AK	Complete	scaffold2858	84870	185444	1500.3	728
EOG090C01AN	Duplicated	scaffold0930	5099	13254	1786.9	950
EOG090C01AN	Duplicated	scaffold2213	622954	631113	1788.3	950
EOG090C01AQ	Complete	scaffold3543	148007	160426	1323.7	932
EOG090C01AR	Complete	scaffold5805	849738	880895	1938.7	882
EOG090C01AT	Complete	scaffold2889	47575	67593	2783.9	1534
EOG090C01AV	Complete	scaffold3282	430471	471554	1813.9	932
EOG090C01B1	Complete	scaffold3695	138498	196955	1960.3	1050
EOG090C01B5	Complete	scaffold3486	511489	522591	1970.3	965
EOG090C01B9	Complete	scaffold3736	45815	75836	1465.2	956
EOG090C01BA	Complete	scaffold0346	67783	146958	2010.3	1025
EOG090C01BD	Complete	scaffold6400	55137	69911	1994.5	936
EOG090C01BG	Complete	scaffold1908	588535	592597	1871.9	926
EOG090C01BI	Complete	scaffold3718	631626	714499	1927.9	916
EOG090C01BN	Complete	scaffold2890	403692	471616	1705.9	852
EOG090C01BP	Complete	scaffold6288	61342	92397	1310.4	675
EOG090C01BT	Complete	scaffold3484	33668	48873	1686.3	938
EOG090C01BW	Complete	scaffold2382	599020	608379	1367.4	823
EOG090C01BX	Complete	scaffold2899	714882	725853	1975.7	962
EOG090C01C0	Complete	scaffold3198	333311	366018	2005.8	1063
EOG090C01CB	Complete	scaffold2240	55842	79840	2232.3	1040
EOG090C01CD	Complete	scaffold2559	64650	90808	1735.0	806
EOG090C01CE	Complete	scaffold2200	73448	83444	2022.5	979
EOG090C01CH	Complete	scaffold5790	99398	111094	1728.4	1003
EOG090C01CI	Complete	scaffold6233	308249	320642	1956.4	949
EOG090C01CP	Complete	scaffold2064	131718	153113	1702.4	1291
EOG090C01CR	Complete	scaffold2926	142443	158558	2287.7	1138
EOG090C01CT	Missing
EOG090C01CV	Complete	scaffold3283	303009	327363	2155.5	1053
EOG090C01CW	Complete	scaffold3460	176347	202095	1439.7	928
